18137240290243;55102866028985916;0
66513604428739;55102866029182524;0
138984131118019;55102866031279640;0
139636966147011;55102590077337148;0
280920519590723;19073517100416512;0
281469717481090;37087088818420736;0
281232353166210;54820308774713344;0
139396515349443;55102866561317888;0
140616757666273;63438940933135376;0
62666920396675;37088467519766016;0
1221897733063;55107277010748390;0
26932779664323;55102866029018684;0
67064903746499;55102866028985912;0
66513050780611;55102866028906108;0
31329232339907;55102866089999872;0
31331379807107;37017823897452156;0
62118091473859;54820839142686236;0
67064970855363;55102863875210780;0
137433693979267;37017823897419324;0
68718533264323;55102590060789368;0
139636949369538;54820287231196160;0
536582014919;55102866029248024;0
66515198264259;55102878966512640;0
26922704913347;55102861717438012;0
132477306193539;37865835179310096;0
67064903746499;55102866028985912;0
66519442768321;54537708456066608;0
268297290691;55102866029248056;0
26933316732867;55102866031279632;0
545054245827;55102866031345152;0
281370886915011;55102866028906044;0
31331379823555;55102864413900336;0
671057666914;27978612686666760;0
31884826624963;55100658419203584;0
140608134013409;63580230294535936;0
62117151687619;55102866028985916;0
13461353607987;14411518807842496;0
9345712776131;64144835723860992;0
27482552255427;55102866028985916;0
545188725698;55102866022956544;0
536464311235;55102866022692668;0
536447534019;55102866029012540;0
62117152016323;55102866031083036;0
542906762179;55102866031345176;0
17852010841027;55102866028980092;0
62117168530371;55102866031083016;0
545054245827;55102866031083068;0
18137240290243;55102866031083036;0
137334863676355;55102866031328256;0
26932796441539;55102866028985880;0
62117168530371;55102866031345152;0
66515752174531;55102866028981820;0
136815239743427;55102866029182008;0
137910422980037;55668023764025151;0
31330775843779;55102866028986172;0
545037730755;55102866031345212;0
278102416802755;55102866029018736;0
62117168530371;55102866028985916;0
26932796441539;55102866031083036;0
137364924253123;55102866029182464;0
62666907763395;55102866014567996;0
31333460198339;55102866028985904;0
66519442899907;55102866029248056;0
66515147932611;55102866022940160;0
53862359025350;55950602433101312;0
26933333312451;55102866022891008;0
68714171188163;55101486321269808;0
254827989025731;55102866096291384;0
112990989042627;55032221400493692;0
26932796441539;55102866028920344;0
66515684803523;55102866079546416;0
545054245827;55101779456457728;0
254827989025731;55101779452817148;0
66515147932611;55102866023922688;0
33256790762339;9960902970523294;0
545054245827;55102866028985880;0
62109098886854;55950744703744000;0
536581949127;55946208629718588;0
535910860486;55950606674067000;0
62658317829830;55947290961411096;0
536447731655;56233301960523288;0
261972477639;56233181231676988;0
534702900934;55950051058285568;0
132966927991683;55102866028919808;0
62666907567043;55102866029182520;0
1085666674374;55950602364419640;0
67064954012355;36805888719388284;0
137364974502594;36806713437257340;0
139392136233602;36806988302022752;0
280267684299715;55103004006900224;0
66515751912386;54820287313018424;0
544500795335;55102866029012604;0
278174554851207;38007400539617376;0
66515198511047;55102866029215288;0
67064950130563;37088467521863184;0
66515198461891;55102866022891032;0
31330775843779;55102866031345152;0
139632717251266;54821391046245948;0
137433715295175;55036895400721408;0
261989057475;55102866029276796;0
139392220120003;55102866028985884;0
139396447978435;55102866022956544;0
31329232339907;55105901547682936;0
62667444635330;54820287229099520;0
62666907567043;55102866028985880;0
53312469058499;55102866028985916;0
66515751912387;55102866031083032;0
249104336518;37865559361912048;0
136884496090051;55102866029181952;0
137433715033027;55102866031345152;0
62117168530371;55102866028985880;0
53313408583623;55102866028979838;0
545054245827;55102866029280816;0
133035647484611;55102866031377980;0
33107737043907;54537708453978750;0
1099519557327;40399973392513024;0
105965433953950;69511073412554264;0
277963950425794;55102866031279640;0
137364978713539;55102863875210812;0
137433715033027;55102866028985916;0
66515198198467;55102866022891032;0
67064949867395;37018098777685560;0
62666907764422;55947291029044760;0
31335607681473;54537708464471870;0
69818582026183;56232614201540096;0
67064903746499;55102866031345152;0
68716318671811;55102861737884672;0
267334870630;28959909630327808;0
62117839619011;18932779621252664;0
536447796167;55102866096291384;0
137433715033027;55102866020597272;0
